No.,company_name,EADate,date_status,estimated_eps,previous_eps,Ticker,EATime,EATimeFlag,Ticker.1,Prior Date,Market Cap,Employees,IPO Date,Shares_Outstanding,Price,Price_3M_Ago,Performance (Quarter),Sector,Industry,Country,Purchase date,Sell Date,Sales Growth Past 5 Years,Short Ratio,Total Debt/Equity,Average Volume,QuarterlyPerf
661,HeartBeam,11/13/2025,confirmed,-0.16,-0.19,BEAT,16:01:00,AMC,BEAT,11/13/2025,53.9,19,11/11/2021,34311589,1.57,1.11,41.40%,Healthcare,Health Information Services,USA,11/13/2025,,11.98%,2,0.5,1000000,41.44
608,CapsoVision,11/13/2025,confirmed,-0.13,-2.79,CV,16:05:00,AMC,CV,11/13/2025,265.2,,7/2/2025,46774067,5.67,4.02,41.00%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,41.04
377,SAB Biotherapeutics,11/13/2025,confirmed,-0.51,-1.12,SABS,17:00:00,AMC,SABS,11/13/2025,32.3,63,10/22/2021,10411061,3.1,2.21,40.30%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,40.27
659,Co-Diagnostics,11/13/2025,confirmed,-0.19,-0.32,CODX,16:01:00,AMC,CODX,11/13/2025,22.4,132,7/12/2017,60144854,0.372,0.2654,40.20%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,40.17
547,Infrared Cameras Holdings,11/13/2025,confirmed,-0.09,-0.34,MSAI,16:15:00,AMC,MSAI,11/13/2025,49.7,41,12/20/2023,46437823,1.07,0.7705,38.90%,Technology,Software - Infrastructure,USA,11/13/2025,,11.98%,2,0.5,1000000,38.87
454,Roadzen,11/14/2025,confirmed,-0.04,-0.32,RDZN,7:45:00,BMO,RDZN,11/14/2025,104.9,308,9/21/2023,76021755,1.38,1,38.00%,Technology,Software - Application,USA,11/13/2025,,11.98%,2,0.5,1000000,38
239,Nexalin Technology,11/14/2025,confirmed,-0.12,-0.23,NXL,10:34:32,BMO,NXL,11/14/2025,19.6,7,9/16/2022,18189606,1.08,0.7842,37.70%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,37.72
498,Syntec Optics Holdings,11/13/2025,confirmed,,0,OPTX,21:16:00,AMC,OPTX,11/13/2025,74.4,159,11/8/2023,36920226,2.015,1.5,34.30%,Technology,Electronic Components,USA,11/13/2025,,11.98%,2,0.5,1000000,34.33
355,Owlet,11/13/2025,confirmed,-0.27,0.03,OWLT,16:16:00,AMC,OWLT,11/13/2025,271.3,85,7/16/2021,26698015,10.16,7.71,31.80%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,31.78
534,Neurogene,11/13/2025,confirmed,-1.16,-1.19,NGNE,17:10:00,AMC,NGNE,11/13/2025,378.1,107,12/19/2023,14271916,26.49,20.2,31.10%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,31.14
620,Sera Prognostics,11/13/2025,confirmed,-0.2,-0.24,SERA,16:05:00,AMC,SERA,11/13/2025,112.3,64,7/15/2021,38061868,2.95,2.25,31.10%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,31.11
490,Creative Media,11/14/2025,confirmed,,-12.2,CMCT,6:10:00,BMO,CMCT,11/14/2025,7.3,5,12/17/1993,789251,9.25,7.085,30.60%,Real Estate,REIT - Office,USA,11/13/2025,,11.98%,2,0.5,1000000,30.56
436,Aureus Greenway Holdings,11/14/2025,confirmed,,-0.02,AGH,8:16:00,BMO,AGH,11/14/2025,69,47,2/12/2025,14608988,4.72,3.62,30.40%,Consumer Cyclical,Leisure,USA,11/13/2025,,11.98%,2,0.5,1000000,30.39
511,Digi Power X,11/13/2025,confirmed,-0.1,-0.21,DGXX,17:15:00,AMC,DGXX,11/13/2025,164.1,16,2/20/2020,44710977,3.67,2.82,30.10%,Utilities,Utilities - Independent Power Producers,USA,11/13/2025,,11.98%,2,0.5,1000000,30.14
572,Nu Holdings,11/13/2025,confirmed,0.15,0.12,NU,16:15:00,AMC,NU,11/13/2025,75336.4,8716,12/9/2021,4832354477,15.59,12.01,29.80%,Financial,Banks - Regional,Cayman Islands,11/13/2025,,11.98%,2,0.5,1000000,29.81
514,Aspen Insurance Hldgs,11/13/2025,confirmed,1,0.95,AHL,16:34:00,AMC,AHL,11/13/2025,3385.2,1128,5/8/2025,91838366,36.86,28.53,29.20%,Financial,Insurance - Property & Casualty,Bermuda,11/13/2025,,11.98%,2,0.5,1000000,29.2
452,BIO-key Intl,11/14/2025,confirmed,-0.12,-0.39,BKYI,8:30:00,BMO,BKYI,11/14/2025,9.4,52,2/24/1997,9955444,0.947,0.7332,29.20%,Industrials,Security & Protection Services,USA,11/13/2025,,11.98%,2,0.5,1000000,29.16
571,VistaGen Therapeutics,11/13/2025,confirmed,-0.47,-0.42,VTGN,16:30:00,AMC,VTGN,11/13/2025,116.6,57,7/1/2009,30680471,3.8,2.955,28.60%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,28.6
366,AtlasClear Holdings,11/14/2025,confirmed,,-1.9,ATCH,7:00:00,BMO,ATCH,11/14/2025,44.1,43,2/12/2024,144580170,0.305,0.2385,27.90%,Technology,Software - Infrastructure,USA,11/13/2025,,11.98%,2,0.5,1000000,27.88
222,DSS,11/14/2025,confirmed,,-0.75,DSS,15:49:42,BMO,DSS,11/14/2025,9.6,100,2/1/1995,9092518,1.06,0.835,26.90%,Consumer Cyclical,Packaging & Containers,USA,11/13/2025,,11.98%,2,0.5,1000000,26.95
237,Franklin Wireless,11/14/2025,confirmed,-0.09,0.04,FKWL,9:31:46,BMO,FKWL,11/14/2025,59.5,67,3/18/1999,11784280,5.05,4,26.20%,Technology,Communication Equipment,USA,11/13/2025,,11.98%,2,0.5,1000000,26.25
509,Pioneer Power Solutions,11/13/2025,confirmed,-0.16,-0.07,PPSI,16:05:00,AMC,PPSI,11/13/2025,43.4,60,9/19/2013,11095266,3.91,3.11,25.70%,Industrials,Electrical Equipment & Parts,USA,11/13/2025,,11.98%,2,0.5,1000000,25.72
414,Mawson Infra Gr,11/14/2025,confirmed,-0.53,-0.66,MIGI,8:00:00,BMO,MIGI,11/14/2025,11.5,33,3/5/2008,20846102,11.002,8.82,24.70%,Financial,Capital Markets,USA,11/13/2025,,11.98%,2,0.5,1000000,24.74
519,US Goldmining,11/13/2025,confirmed,,-0.35,USGO,16:41:23,AMC,USGO,11/13/2025,124.2,9,4/12/2023,12682676,9.79,7.9,23.90%,Basic Materials,Other Industrial Metals & Mining,Canada,11/13/2025,,11.98%,2,0.5,1000000,23.92
280,Gaxos.AI,11/13/2025,confirmed,,-0.61,GXAI,16:18:14,AMC,GXAI,11/13/2025,9.7,3,2/15/2023,7123453,1.36,1.1,23.60%,Communication Services,Electronic Gaming & Multimedia,USA,11/13/2025,,11.98%,2,0.5,1000000,23.64
455,Fortress Biotech,11/14/2025,confirmed,-0.55,-0.76,FBIO,8:30:00,BMO,FBIO,11/14/2025,78,101,11/17/2011,29754753,2.62,2.12,23.60%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,23.58
627,Spero Therapeutics,11/13/2025,confirmed,-0.25,-0.32,SPRO,16:05:00,AMC,SPRO,11/13/2025,137.3,32,11/2/2017,56275225,2.44,1.98,23.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,23.23
448,Allarity Therapeutics,11/14/2025,confirmed,-0.23,-7.71,ALLR,8:00:00,BMO,ALLR,11/14/2025,17.1,7,12/21/2021,14524080,1.18,0.958,23.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,23.17
1,ORIC Pharmaceuticals,11/13/2025,confirmed,-0.4,-0.49,ORIC,16:00:00,AMC,ORIC,11/13/2025,1183.9,128,4/24/2020,97122987,12.19,9.93,22.80%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,22.76
425,Forte Biosciences,11/14/2025,confirmed,-1.06,-4.54,FBRX,9:00:00,BMO,FBRX,11/14/2025,175.1,17,6/16/2020,12432854,14.08,11.57,21.70%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,21.69
438,GRI Bio,11/14/2025,confirmed,-1.11,-11.42,GRI,7:45:00,BMO,GRI,11/14/2025,4.3,4,4/24/2023,2515305,1.69,1.39,21.60%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,21.58
457,Trio-Tech Intl,11/14/2025,confirmed,,-0.06,TRT,8:00:00,BMO,TRT,11/14/2025,29.1,618,4/24/1995,4312805,6.75,5.57,21.20%,Technology,Semiconductor Equipment & Materials,USA,11/13/2025,,11.98%,2,0.5,1000000,21.18
495,RLX Technology,11/14/2025,confirmed,,0.029,RLX,4:30:00,BMO,RLX,11/14/2025,3131.4,381,1/22/2021,1218443609,2.57,2.13,20.70%,Consumer Defensive,Tobacco,China,11/13/2025,,11.98%,2,0.5,1000000,20.66
555,Alumis,11/13/2025,confirmed,-0.97,-1.73,ALMS,16:15:00,AMC,ALMS,11/13/2025,549.5,252,6/28/2024,104064302,5.28,4.39,20.30%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,20.27
643,Shimmick,11/13/2025,confirmed,-0.06,0.72,SHIM,16:05:00,AMC,SHIM,11/13/2025,89,1200,11/14/2023,35315502,2.52,2.11,19.40%,Industrials,Engineering & Construction,USA,11/13/2025,,11.98%,2,0.5,1000000,19.43
483,Scholar Rock Holding,11/14/2025,confirmed,-0.85,-0.66,SRRK,7:00:00,BMO,SRRK,11/14/2025,3596.1,196,5/24/2018,96127265,37.41,31.41,19.10%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,19.1
115,Dolly Varden Silver,11/13/2025,confirmed,-0.09,,DVS,16:28:00,AMC,DVS,11/13/2025,390.2,6,3/8/2012,91811155,4.25,3.58,18.70%,Basic Materials,Silver,Canada,11/13/2025,,11.98%,2,0.5,1000000,18.72
663,Applied Mat,11/13/2025,confirmed,2.1,2.32,AMAT,16:01:00,AMC,AMAT,11/13/2025,177834.5,35700,10/12/1972,796642427,223.23,188.24,18.60%,Technology,Semiconductor Equipment & Materials,USA,11/13/2025,,11.98%,2,0.5,1000000,18.59
584,NET Power,11/13/2025,confirmed,-0.16,0.01,NPWR,16:15:00,AMC,NPWR,11/13/2025,229.8,68,8/6/2021,77882957,2.95,2.49,18.50%,Industrials,Specialty Industrial Machinery,USA,11/13/2025,,11.98%,2,0.5,1000000,18.47
451,AEON Biopharma,11/14/2025,confirmed,-0.43,-11.52,AEON,8:30:00,BMO,AEON,11/14/2025,10.5,5,7/24/2023,11643786,0.9046,0.768,17.80%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,17.79
281,IT Tech Packaging,11/13/2025,confirmed,,-0.2,ITP,16:18:21,AMC,ITP,11/13/2025,3.9,383,10/1/2007,16965420,0.2323,0.1975,17.60%,Basic Materials,Paper & Paper Products,China,11/13/2025,,11.98%,2,0.5,1000000,17.62
283,NioCorp Developments,11/13/2025,confirmed,-0.07,-0.05,NB,16:28:46,AMC,NB,11/13/2025,609,7,4/23/2009,112145670,5.43,4.63,17.30%,Basic Materials,Other Industrial Metals & Mining,USA,11/13/2025,,11.98%,2,0.5,1000000,17.28
542,Senti Biosciences,11/13/2025,confirmed,-0.58,-6.31,SNTI,16:30:00,AMC,SNTI,11/13/2025,46.8,48,6/9/2022,26160206,1.79,1.53,17.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,16.99
650,Vinci Partners Inv,11/13/2025,confirmed,0.17,0.17,VINP,16:05:00,AMC,VINP,11/13/2025,758.9,593,1/28/2021,63244659,12,10.33,16.20%,Financial,Asset Management,Brazil,11/13/2025,,11.98%,2,0.5,1000000,16.17
565,Reviva Pharmaceuticals,11/13/2025,confirmed,-0.1,-0.25,RVPH,16:05:00,AMC,RVPH,11/13/2025,61.7,14,12/15/2020,114078619,0.5411,0.4662,16.10%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,16.07
628,Flux Power Holdings,11/13/2025,confirmed,-0.11,-0.1,FLUX,16:00:00,AMC,FLUX,11/13/2025,45.5,99,12/7/1999,20675698,2.2,1.9,15.80%,Industrials,Electrical Equipment & Parts,USA,11/13/2025,,11.98%,2,0.5,1000000,15.79
287,Synlogic,11/13/2025,confirmed,-0.04,-0.01,SYBX,16:32:41,AMC,SYBX,11/13/2025,19.5,1,10/1/2015,11698919,1.67,1.45,15.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,15.17
473,Spire,11/14/2025,confirmed,-0.41,-0.54,SR,7:00:00,BMO,SR,11/14/2025,5135.2,3475,4/3/1950,59025080,87,75.8,14.80%,Utilities,Utilities - Regulated Gas,USA,11/13/2025,,11.98%,2,0.5,1000000,14.78
610,Profound Medical,11/13/2025,confirmed,-0.38,-0.38,PROF,16:05:00,AMC,PROF,11/13/2025,190.8,142,5/9/2016,30053142,6.35,5.54,14.60%,Healthcare,Medical Devices,Canada,11/13/2025,,11.98%,2,0.5,1000000,14.62
587,Verde Clean Fuels,11/13/2025,confirmed,,-0.12,VGAS,16:15:00,AMC,VGAS,11/13/2025,67.5,10,2/16/2023,22049621,3.06,2.68,14.20%,Utilities,Utilities - Renewable,USA,11/13/2025,,11.98%,2,0.5,1000000,14.18
535,Skeena Resources,11/13/2025,confirmed,-0.06,-0.59,SKE,17:20:00,AMC,SKE,11/13/2025,2160.2,83,11/1/2021,121088335,17.84,15.64,14.10%,Basic Materials,Other Industrial Metals & Mining,Canada,11/13/2025,,11.98%,2,0.5,1000000,14.07
604,Tamboran Resources,11/13/2025,confirmed,-0.35,-0.417,TBN,16:16:08,AMC,TBN,11/13/2025,490.8,47,6/27/2024,20493869,23.95,21,14.10%,Energy,Oil & Gas E&P,Australia,11/13/2025,,11.98%,2,0.5,1000000,14.05
300,Oramed Pharmaceuticals,11/13/2025,confirmed,-0.08,-0.22,ORMP,16:10:46,AMC,ORMP,11/13/2025,95.6,13,4/19/2004,39848233,2.4,2.12,13.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,13.21
662,TriSalus Life Sciences,11/13/2025,confirmed,-0.17,-0.12,TLSI,16:01:00,AMC,TLSI,11/13/2025,218.9,110,8/11/2023,49867279,4.39,3.88,13.10%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,13.14
382,Medicus Pharma,11/14/2025,confirmed,-0.38,-0.24,MDCX,5:22:44,BMO,MDCX,11/14/2025,47.2,12,11/22/2023,21456152,2.2,1.96,12.20%,Healthcare,Drug Manufacturers - General,Canada,11/13/2025,,11.98%,2,0.5,1000000,12.24
376,Society Pass,11/14/2025,confirmed,-0.07,-0.48,SOPA,7:42:06,BMO,SOPA,11/14/2025,9,,11/9/2021,6105525,1.48,1.3259,11.60%,Communication Services,Advertising Agencies,USA,11/13/2025,,11.98%,2,0.5,1000000,11.62
612,Whitefiber,11/13/2025,confirmed,-0.11,-0.01,WYFI,16:05:00,AMC,WYFI,11/13/2025,751.6,,8/7/2025,37825000,19.87,17.84,11.40%,Technology,Software - Application,USA,11/13/2025,,11.98%,2,0.5,1000000,11.38
660,Vuzix,11/13/2025,confirmed,-0.1,-0.14,VUZI,16:01:00,AMC,VUZI,11/13/2025,195.4,76,12/24/2009,79745441,2.45,2.2,11.40%,Technology,Consumer Electronics,USA,11/13/2025,,11.98%,2,0.5,1000000,11.36
104,Sunshine Biopharma,11/13/2025,confirmed,-0.12,-0.94,SBFM,16:07:00,AMC,SBFM,11/13/2025,8.2,52,8/9/2007,4905945,1.67,1.51,10.60%,Healthcare,Drug Manufacturers - Specialty & Generic,USA,11/13/2025,,11.98%,2,0.5,1000000,10.6
638,Jefferson Capital,11/13/2025,confirmed,0.63,,JCAP,16:05:00,AMC,JCAP,11/13/2025,1210.8,,6/26/2025,58266307,20.78,18.87,10.10%,Financial,Credit Services,USA,11/13/2025,,11.98%,2,0.5,1000000,10.12
622,Virgin Galactic Hldgs,11/13/2025,confirmed,-1.49,-2.66,SPCE,16:05:00,AMC,SPCE,11/13/2025,190.6,744,9/29/2017,57590965,3.31,3.02,9.60%,Industrials,Aerospace & Defense,USA,11/13/2025,,11.98%,2,0.5,1000000,9.6
598,EZCORP,11/13/2025,confirmed,0.29,0.25,EZPW,16:13:52,AMC,EZPW,11/13/2025,1060.2,8000,8/27/1991,60896136,17.41,15.9,9.50%,Financial,Credit Services,USA,11/13/2025,,11.98%,2,0.5,1000000,9.5
625,Research Solutions,11/13/2025,confirmed,0.02,0.02,RSSS,16:05:00,AMC,RSSS,11/13/2025,102.1,136,4/9/2009,32821783,3.11,2.87,8.40%,Technology,Software - Application,USA,11/13/2025,,11.98%,2,0.5,1000000,8.36
446,First Seacoast Bancorp,11/14/2025,confirmed,,0.01,FSEA,8:00:00,BMO,FSEA,11/14/2025,56.2,75,7/17/2019,4702513,11.95,11.205,6.70%,Financial,Banks - Regional,USA,11/13/2025,,11.98%,2,0.5,1000000,6.65
530,Fury Gold Mines,11/13/2025,confirmed,,-0.02,FURY,16:00:00,AMC,FURY,11/13/2025,102,9,3/10/2011,187574046,0.544,0.5102,6.60%,Basic Materials,Other Industrial Metals & Mining,Canada,11/13/2025,,11.98%,2,0.5,1000000,6.62
127,Zentek,11/14/2025,confirmed,,-0.02,ZTEK,7:00:00,BMO,ZTEK,11/14/2025,86.2,18,3/29/2012,107049352,0.805,0.76,5.90%,Healthcare,Medical Instruments & Supplies,Canada,11/13/2025,,11.98%,2,0.5,1000000,5.92
444,Mizuho Financial Gr,11/14/2025,confirmed,0.17,0.15,MFG,6:42:00,BMO,MFG,11/14/2025,87627.4,65256,11/8/2006,12429412570,7.05,6.68,5.50%,Financial,Banks - Regional,Japan,11/13/2025,,11.98%,2,0.5,1000000,5.54
390,Repare Therapeutics,11/14/2025,confirmed,-0.32,-0.81,RPTX,7:00:00,BMO,RPTX,11/14/2025,70.9,129,6/19/2020,42959172,1.65,1.57,5.10%,Healthcare,Biotechnology,Canada,11/13/2025,,11.98%,2,0.5,1000000,5.1
540,Contango Ore,11/13/2025,confirmed,0.17,-0.81,CTGO,17:00:00,AMC,CTGO,11/13/2025,346.7,12,11/24/2021,14962410,23.17,22.08,4.90%,Basic Materials,Gold,USA,11/13/2025,,11.98%,2,0.5,1000000,4.94
428,Rein Therapeutics,11/14/2025,confirmed,-0.24,-0.27,RNTX,8:01:00,BMO,RNTX,11/14/2025,32.4,11,6/29/2017,25907337,1.25,1.194,4.70%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,4.69
123,MDB Capital Holdings,11/13/2025,confirmed,,-0.83,MDBH,16:33:06,AMC,MDBH,11/13/2025,35.3,40,9/21/2023,9950632,3.545,3.4,4.30%,Financial,Capital Markets,USA,11/13/2025,,11.98%,2,0.5,1000000,4.26
276,Coeptis Therapeutics,11/14/2025,confirmed,,-1,COEP,6:46:35,BMO,COEP,11/14/2025,70.2,7,10/31/2022,4820317,14.555,13.97,4.20%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,4.19
588,Precision Optics Corp,11/13/2025,confirmed,,-0.21,POCI,16:30:00,AMC,POCI,11/13/2025,37.3,90,1/16/1992,7714701,4.83,4.73,2.10%,Healthcare,Medical Instruments & Supplies,USA,11/13/2025,,11.98%,2,0.5,1000000,2.11
387,Sumitomo Mitsui Finl Gr,11/14/2025,confirmed,0.4,0.36,SMFG,6:00:00,BMO,SMFG,11/14/2025,112076.1,132000,9/13/1999,6411678333,17.48,17.13,2.00%,Financial,Banks - Diversified,Japan,11/13/2025,,11.98%,2,0.5,1000000,2.04
492,AmpliTech Gr,11/14/2025,confirmed,-0.09,-0.12,AMPG,6:12:50,BMO,AMPG,11/14/2025,64.8,47,2/21/2013,20638095,3.14,3.1,1.30%,Technology,Communication Equipment,USA,11/13/2025,,11.98%,2,0.5,1000000,1.29
529,P3 Health Partners,11/13/2025,confirmed,-7.1,-15.5,PIII,17:30:00,AMC,PIII,11/13/2025,22.9,360,12/6/2021,3268218,7,6.94,0.90%,Healthcare,Medical Care Facilities,USA,11/13/2025,,11.98%,2,0.5,1000000,0.86
561,Credicorp,11/13/2025,confirmed,6.05,5.09,BAP,16:20:00,AMC,BAP,11/13/2025,20012.2,46621,10/25/1995,79366317,252.15,250.36,0.70%,Financial,Banks - Regional,Peru,11/13/2025,,11.98%,2,0.5,1000000,0.71
525,Pasithea Therapeutics,11/13/2025,confirmed,,-2.87,KTTA,17:00:00,AMC,KTTA,11/13/2025,5.2,4,9/15/2021,7443577,0.703,0.7027,0.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,0.04
128,Core AI Holdings,11/14/2025,confirmed,,,CHAI,12:00:00,BMO,CHAI,11/14/2025,45.4,,10/7/2025,19922381,2.28,,0.00%,Communication Services,Internet Content & Information,Canada,11/13/2025,,11.98%,2,0.5,1000000,0
240,Planet Green Holdings,11/14/2025,confirmed,,-0.05,PLAG,10:58:01,BMO,PLAG,11/14/2025,12.9,62,1/13/2006,7282714,1.77,1.77,0.00%,Industrials,Conglomerates,USA,11/13/2025,,11.98%,2,0.5,1000000,0
468,ETHZilla,11/14/2025,confirmed,,-5.43,ETHZ,8:00:00,BMO,ETHZ,11/14/2025,237.4,2,6/27/2017,15973786,14.86,,0.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,0
481,Legence,11/14/2025,confirmed,0.03,,LGN,7:01:00,BMO,LGN,11/14/2025,4236.1,,9/12/2025,105191329,40.27,,0.00%,Industrials,Engineering & Construction,USA,11/13/2025,,11.98%,2,0.5,1000000,0
482,Picard Medical,11/14/2025,confirmed,,-0.87,PMI,7:00:00,BMO,PMI,11/14/2025,199,,8/29/2025,73701176,2.7,,0.00%,Healthcare,Medical Devices,USA,11/13/2025,,11.98%,2,0.5,1000000,0
489,American Bitcoin,11/14/2025,confirmed,,0,ABTC,6:30:00,BMO,ABTC,11/14/2025,4496.1,,9/3/2025,925128539,4.86,,0.00%,Financial,Capital Markets,USA,11/13/2025,,11.98%,2,0.5,1000000,0
512,Figure Technology,11/13/2025,confirmed,0.16,,FIGR,16:30:00,AMC,FIGR,11/13/2025,7402,,9/11/2025,213993559,34.59,,0.00%,Financial,Capital Markets,USA,11/13/2025,,11.98%,2,0.5,1000000,0
551,Angel Studios,11/13/2025,confirmed,,,ANGX,16:05:00,AMC,ANGX,11/13/2025,843.5,,9/11/2025,160674690,5.25,,0.00%,Communication Services,Entertainment,USA,11/13/2025,,11.98%,2,0.5,1000000,0
554,Bio Green Med Solution,11/13/2025,confirmed,,-2.7,BGMS,16:40:00,AMC,BGMS,11/13/2025,3.9,12,3/28/2006,2938142,1.34,,0.00%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,0
594,Stubhub Holdings,11/13/2025,confirmed,-2.91,,STUB,16:00:00,AMC,STUB,11/13/2025,6922.2,,9/17/2025,367813283,18.82,,0.00%,Communication Services,Internet Content & Information,USA,11/13/2025,,11.98%,2,0.5,1000000,0
3,Zhibao Technology,11/14/2025,confirmed,,0.06,ZBAO,8:00:00,BMO,ZBAO,11/14/2025,34.4,164,4/2/2024,33061824,1.0394,1.04,-0.10%,Financial,Insurance Brokers,China,11/13/2025,,11.98%,2,0.5,1000000,-0.06
385,Belpointe PREP,11/14/2025,confirmed,,-1.9,OZ,6:13:00,BMO,OZ,11/14/2025,230,,10/18/2021,3786723,60.7351,61,-0.40%,Real Estate,Real Estate - Development,USA,11/13/2025,,11.98%,2,0.5,1000000,-0.43
431,Mitsubishi UFJ Finl Gr,11/14/2025,confirmed,0.34,0.4,MUFG,1:00:00,BMO,MUFG,11/14/2025,179695.2,178400,6/25/1990,11380317854,15.79,15.9,-0.70%,Financial,Banks - Diversified,Japan,11/13/2025,,11.98%,2,0.5,1000000,-0.69
574,GlucoTrack,11/13/2025,confirmed,,-1092,GCTK,16:00:00,AMC,GCTK,11/13/2025,5.2,11,12/10/2000,910688,5.67,5.72,-0.90%,Healthcare,Medical Instruments & Supplies,USA,11/13/2025,,11.98%,2,0.5,1000000,-0.87
599,Boston Omaha,11/13/2025,confirmed,-0.03,-0.05,BOC,16:00:00,AMC,BOC,11/13/2025,387.5,452,9/2/2016,31453434,12.32,12.43,-0.90%,Industrials,Conglomerates,USA,11/13/2025,,11.98%,2,0.5,1000000,-0.88
543,Stantec,11/13/2025,confirmed,1.11,0.95,STN,17:00:00,AMC,STN,11/13/2025,11945.1,32000,9/6/1996,114066995,104.72,106.12,-1.30%,Industrials,Engineering & Construction,Canada,11/13/2025,,11.98%,2,0.5,1000000,-1.32
423,Retractable Technologies,11/14/2025,confirmed,,-0.07,RVP,15:13:00,BMO,RVP,11/14/2025,23.3,227,5/4/2001,29937159,0.778,0.7952,-2.20%,Healthcare,Medical Instruments & Supplies,USA,11/13/2025,,11.98%,2,0.5,1000000,-2.16
221,Mackenzie Realty Capital,11/14/2025,confirmed,,-6.1,MKZR,15:25:25,BMO,MKZR,11/14/2025,8.4,,9/22/2023,1769284,4.74,4.85,-2.30%,Real Estate,REIT - Diversified,USA,11/13/2025,,11.98%,2,0.5,1000000,-2.27
469,Moving iMage Technologies,11/14/2025,confirmed,,0,MITQ,8:00:00,BMO,MITQ,11/14/2025,6.9,25,7/8/2021,9939080,0.693,0.7101,-2.40%,Technology,Communication Equipment,USA,11/13/2025,,11.98%,2,0.5,1000000,-2.41
437,Addentax Group,11/14/2025,confirmed,,-0.1,ATXG,6:31:00,BMO,ATXG,11/14/2025,5.4,112,9/12/2016,11715348,0.4621,0.475,-2.70%,Industrials,Integrated Freight & Logistics,China,11/13/2025,,11.98%,2,0.5,1000000,-2.72
567,Anebulo Pharmaceuticals,11/13/2025,confirmed,-0.12,-0.08,ANEB,16:05:00,AMC,ANEB,11/13/2025,97.4,3,5/7/2021,41084731,2.37,2.44,-2.90%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-2.87
658,Glimpse Group,11/13/2025,confirmed,-0.06,-0.06,VRAR,16:01:00,AMC,VRAR,11/13/2025,27.2,40,7/1/2021,21076506,1.29,1.33,-3.00%,Technology,Software - Infrastructure,USA,11/13/2025,,11.98%,2,0.5,1000000,-3.01
613,Grove Collaborative Hldgs,11/13/2025,confirmed,-0.14,-0.04,GROV,16:10:00,AMC,GROV,11/13/2025,59.1,415,6/17/2022,41012879,1.44,1.49,-3.40%,Consumer Defensive,Household & Personal Products,USA,11/13/2025,,11.98%,2,0.5,1000000,-3.36
569,Aardvark Therapeutics,11/13/2025,confirmed,-0.81,-1.05,AARD,16:10:00,AMC,AARD,11/13/2025,235.6,31,2/13/2025,21693016,10.86,11.26,-3.50%,Healthcare,Biotechnology,USA,11/13/2025,,11.98%,2,0.5,1000000,-3.55
278,Intuitive Machines,11/13/2025,confirmed,-0.04,-0.83,LUNR,16:15:09,AMC,LUNR,11/13/2025,1033.3,435,2/14/2023,119319784,8.66,8.99,-3.70%,Industrials,Aerospace & Defense,USA,11/13/2025,,11.98%,2,0.5,1000000,-3.67
302,PermRock Royalty Trust,11/13/2025,confirmed,,0.11,PRT,16:11:16,AMC,PRT,11/13/2025,46.4,,5/2/2018,12165732,3.81,3.96,-3.80%,Energy,Oil & Gas E&P,USA,11/13/2025,,11.98%,2,0.5,1000000,-3.79
